Restaurant ID,Restaurant Name,Country,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
17375049,Hoka-Hoka Japanese Steak & Sushi,USA,Gainesville,"Chinese, Japanese, Thai",10,No,No,4.4,267
17375077,Shenanigan's Irish Pub,USA,Gainesville,"Bar Food, Seafood, Vegetarian",25,No,No,4.1,171
17375141,Fish Tales Lakeside Grille,USA,Gainesville,Seafood,25,No,No,3.8,107
17375198,Antebellum,USA,Gainesville,"American, Southern",40,No,No,4.3,164
17375180,Moonie's Texas Barbecue,USA,Gainesville,"BBQ, Sandwich",10,No,No,4.1,182
17375072,Atlanta Highway Seafood Market,USA,Gainesville,"Sandwich, Seafood, Cajun",25,No,No,4.9,681
17375047,Eat at Thai,USA,Gainesville,Thai,10,No,No,4.6,357
17375074,Smoke House BBQ and Catering,USA,Gainesville,BBQ,25,No,No,3.8,89
17374921,2 Dog,USA,Gainesville,"American, European, Sandwich",25,No,No,4.2,350
17374819,Longstreet Cafe,USA,Gainesville,Southern,10,No,No,4.3,298
17375089,Re-Cess,USA,Gainesville,"American, Southern",25,No,No,4.2,319
17375214,Bodensee,USA,Gainesville,German,40,No,No,3.8,114
17374951,Hofer's Bakery & Cafe,USA,Gainesville,"German, Ice Cream",10,No,No,3.9,136
17374978,Troll Tavern,USA,Gainesville,"Burger, German, Sandwich",25,No,No,2.2,108
17375104,The Nacoochee Village Tavern & Pizzeria,USA,Gainesville,"Italian, Pizza, Sandwich",10,No,No,4.0,161
16604358,Blue Bean Love Cafe,Australia,Hepburn Springs,"Cafe, Coffee and Tea, Modern Australian",20,No,No,3.8,192
16604896,La Trattoria of Lavandula,Australia,Hepburn Springs,"Italian, Fusion, Cafe",7,No,No,3.8,93
16612550,5 Little Pigs,Australia,Huskisson,"Breakfast, Modern Australian",20,No,No,4.1,40
16606299,Beach Box Cafe,Australia,Inverloch,"Burger, Coffee and Tea, Modern Australian",7,No,No,3.7,100
16605794,Funkey Monkey,Australia,Lakes Entrance,"Breakfast, Coffee and Tea",7,No,No,3.8,97
17557488,Burger Queen Drive In,USA,Lakeview,"Burger, Desserts, Sandwich",10,No,No,3.6,41
17452342,Blue Orchid Thai Restaurant,USA,Lincoln,Thai,25,No,No,4.5,799
16611498,Stillwater on Belmore,Australia,Lorn,"Breakfast, Coffee and Tea",20,No,No,3.6,18
17842104,Mr.,Australia,Macedon,Cafe,20,No,No,3.5,31
17501291,Emilio's Cuban Cafe,USA,Macon,"Coffee and Tea, Cuban, Latin American",25,No,No,3.9,146
17500759,Ingleside Village Pizza,USA,Macon,"Pizza, Sandwich",10,No,No,4.9,478
17500767,Jim Shaw's Seafood Grill & Bar,USA,Macon,Seafood,25,No,No,4.6,467
17500819,Mandarin Chinese Restaurant,USA,Macon,"Chinese, Thai",25,No,No,4.5,302
17500911,Rookery,USA,Macon,"Burger, Desserts, Bar Food",25,No,No,4.5,289
17501279,Bonefish Grill,USA,Macon,"American, Seafood",40,No,No,4.1,293
17500695,Downtown Grill,USA,Macon,Steak,70,No,No,4.0,195
17501298,Greek Corner Deli,USA,Macon,"Desserts, Greek, Sandwich",10,No,No,4.3,244
17500847,Natalia's,USA,Macon,"European, Italian, Mediterranean",70,No,No,4.2,379
17500872,Papouli's Mediterranean Cafe & Market,USA,Macon,"Greek, Mediterranean, Vegetarian",10,No,No,4.2,223
17501315,Benson's Steak and Sushi,USA,Macon,"American, Chinese, Sushi",25,No,No,3.7,243
17501201,My Fathers Place,USA,Macon,Italian,25,No,No,3.7,104
17501247,Sushi Thai Restaurant,USA,Macon,"Japanese, Sushi, Thai",10,No,No,3.7,153
17501281,The Mellow Mushroom,USA,Macon,"Pizza, Sandwich, Vegetarian",25,No,No,3.8,323
17501143,El Jalisciense Mexican Restaurant,USA,Macon,Mexican,10,No,No,4.1,181
17501292,Greek Village,USA,Macon,"American, Greek, Seafood",25,No,No,4.0,316
17501308,Martin's BBQ,USA,Macon,BBQ,25,No,No,4.2,288
17501301,Thai Pepper,USA,Macon,"Japanese, Sushi, Thai",10,No,No,4.0,232
17501268,Zen Japanese Steakhouse and Sushi Bar,USA,Macon,"Japanese, Steak, Sushi",40,No,No,4.1,314
16611701,Star Buffet,Australia,Mayfield,Asian,20,No,No,2.9,11
17482142,Triangle Restaurant,USA,Mc Millan,"Breakfast, Burger",10,No,No,2.4,17
16609169,Three Anchors,Australia,Middleton Beach,"Bar Food, Modern Australian",30,No,No,3.8,176
17687832,Vince's Restaurant & Pizzeria,USA,Monroe,"Italian, Pizza",25,No,No,3.6,65
16613059,Poets Cafe,Australia,Montville,"Coffee and Tea, Modern Australian",30,No,No,2.4,193
17534788,The Artesian Restaurant,USA,Ojo Caliente,"American, International, Southwestern",40,No,No,3.6,30
17061237,Ceví_che Tapas Bar & Restaurant,USA,Orlando,"Spanish, Tapas",40,No,No,4.4,981
17057397,'Ohana,USA,Orlando,Hawaiian,45,No,No,4.5,1151
17058534,Earl of Sandwich,USA,Orlando,"American, Sandwich, Salad",35,No,No,4.7,1341
17060320,Raglan Road Irish Pub and Restaurant,USA,Orlando,Irish,50,No,No,4.3,782
17057925,Cafí© Tu Tu Tango,USA,Orlando,"New American, Tapas",40,No,No,4.6,1293
17060869,Texas de Brazil,USA,Orlando,"Brazilian, Steak",100,No,No,4.6,2324
17057591,Bahama Breeze Island Grille,USA,Orlando,Caribbean,45,No,No,4.3,910
17059541,Maggiano's Little Italy,USA,Orlando,Italian,50,No,No,4.4,886
17064266,Hawkers Asian Street Fare,USA,Orlando,"Asian, Thai",35,No,No,4.6,1293
17064405,Tako Cheena by Pom Pom,USA,Orlando,"Asian, Latin American, Vegetarian",10,No,No,4.4,570
17060516,Seasons 52 Fresh Grill,USA,Orlando,American,60,No,No,4.4,1685
17059012,Hollerbach's Willow Tree Cafí©,USA,Orlando,German,40,No,No,4.8,1699
17061296,Pom Pom's Teahouse and Sandwicheria,USA,Orlando,"American, Sandwich, Tea",25,No,No,4.9,1457
17061205,Yellow Dog Eats,USA,Orlando,"American, BBQ, Sandwich",35,No,No,4.9,1252
17064031,Tibby's New Orleans Kitchen,USA,Orlando,Cajun,25,No,No,4.7,1412
17066603,The Coop,USA,Orlando,"Southern, Cajun, Soul Food",25,No,No,3.6,432
17057797,Bosphorous Turkish Cuisine,USA,Orlando,"Mediterranean, Turkish",40,No,No,4.2,568
17061253,Ethos Vegan Kitchen,USA,Orlando,"American, Breakfast, Vegetarian",25,No,No,4.4,797
17061231,The Ravenous Pig,USA,Orlando,Pub Food,40,No,No,4.4,1998
16613649,Vivo Bar and Grill,Australia,Palm Cove,"Mediterranean, Seafood",30,No,No,4.4,381
18255631,Pier 70,Australia,Paynesville,Modern Australian,120,No,No,2.6,16
16608483,DiVine,Australia,Penola,"Cafe, Coffee and Tea, Sandwich",20,No,No,3.4,19
17580453,Cactus Flower Cafe Navarre,USA,Pensacola,"Mexican, Southwestern, Tex-Mex",25,No,No,4.2,635
17580142,McGuire's Irish Pub & Brewery,USA,Pensacola,"Burger, Bar Food, Steak",40,No,No,4.9,2238
17580160,New Yorker Deli & Pizzeria,USA,Pensacola,"Italian, Pizza, Sandwich",10,No,No,4.6,792
17580349,Tu-Do Vietnamese Restaurant,USA,Pensacola,"Asian, Vietnamese",10,No,No,4.5,828
17580412,Carrabba's Italian Grill,USA,Pensacola,"Italian, Pizza, Seafood",40,No,No,3.7,292
17580590,Jaco's Bayfront Bar and Grille,USA,Pensacola,Tapas,25,No,No,3.9,502
17580704,The Tin Cow,USA,Pensacola,"Burger, Bar Food",25,No,No,3.7,559
17579928,Cactus Flower Cafe,USA,Pensacola,"Latin American, Mexican, Southwestern",25,No,No,4.2,1268
17579992,Dharma Blue,USA,Pensacola,"Seafood, Sushi",40,No,No,4.1,669
17580030,Global Grill,USA,Pensacola,"European, International, Tapas",40,No,No,4.4,900
17580074,Ichiban,USA,Pensacola,"Japanese, Sushi",25,No,No,4.3,765
17580020,The Fish House,USA,Pensacola,"American, Seafood, Sushi",40,No,No,4.0,1270
17580350,Tuscan Oven,USA,Pensacola,"Italian, Mediterranean, Pizza",25,No,No,4.1,502
17580408,Flounders Chowder House,USA,Pensacola,Seafood,40,No,No,3.9,724
17579653,Hemingway's Island Grill,USA,Pensacola,"Caribbean, Seafood, Steak",40,No,No,3.5,479
17580476,Native Cafe,USA,Pensacola,"Breakfast, Burger",25,No,No,4.2,591
17580422,Peg Leg Pete's,USA,Pensacola,"Burger, Sandwich, Seafood",40,No,No,4.4,1408
17580539,The Grand Marlin,USA,Pensacola,"Caribbean, Seafood",40,No,No,4.3,905
17580511,Original Georgios Authentic Greek Food,USA,Pensacola,Greek,10,No,No,4.7,816
17580021,Fisherman's Corner,USA,Pensacola,"Sandwich, Seafood, Cajun",40,No,No,4.4,747
16604370,Mad Cowes Cafe,Australia,Phillip Island,"Breakfast, Coffee and Tea, Modern Australian",20,No,No,3.7,351
17582467,Rupes Burgers,USA,Pocatello,"Burger, Fast Food",10,No,No,3.7,104
17582668,Texas Roadhouse,USA,Pocatello,"American, BBQ, Steak",45,No,No,3.5,83
17582498,Riverwalk Cafe,USA,Pocatello,"Asian, Thai",10,No,No,3.6,91
17582499,Royal Hotel,USA,Pocatello,"Pizza, Bar Food",0,No,No,3.6,59
17582522,Buddy's Italian Restaurant,USA,Pocatello,"Italian, Pizza, Sandwich",40,No,No,3.7,222
17582524,Butterburrs,USA,Pocatello,"American, Breakfast",30,No,No,3.6,121
17582527,Chang Garden,USA,Pocatello,Chinese,10,No,No,3.5,93
17582551,Fifth Street Bagelry,USA,Pocatello,"Coffee and Tea, Sandwich",10,No,No,3.8,136
17582558,Goody's Deli,USA,Pocatello,"Pizza, Sandwich",10,No,No,3.8,160
17582560,Grecian Key Restaurant,USA,Pocatello,"American, Greek",25,No,No,3.7,152
17582677,Outer Limits Fun Zone,USA,Pocatello,"Burger, Pizza, Sandwich",10,No,No,3.5,57
17582670,Portneuf Valley Brewing,USA,Pocatello,"American, Pizza",25,No,No,3.7,191
17582625,Sandpiper Restaurant & Lounge,USA,Pocatello,"American, Seafood, Steak",40,No,No,3.6,85
17582627,Senor Iguanas,USA,Pocatello,Mexican,0,No,No,3.6,108
17582700,Sushi Family,USA,Pocatello,"Asian, Sushi, Vegetarian",25,No,No,3.6,132
17582664,Taste of India Nepal,USA,Pocatello,"Indian, International, Vegetarian",25,No,No,3.8,141
17582682,Thai Paradise,USA,Pocatello,"Desserts, Thai",25,No,No,3.7,162
17582669,The Bridge,USA,Pocatello,New American,40,No,No,3.6,144
18491935,Nosh Mahal,USA,Pocatello,"Indian, Persian",25,No,No,0.0,1
17582546,El Herradero,USA,Pocatello,Mexican,10,No,No,4.1,365
17629582,Barrett Junction Cafe,USA,Potrero,"American, BBQ, Burger",25,No,No,3.3,9
17211719,Blue Point Grill,USA,Princeton,Seafood,70,No,No,4.0,542
17144717,Giovanni's Shrimp Truck,USA,Rest of Hawaii,Seafood,25,No,No,4.5,691
17143970,Kona Brewing Company,USA,Rest of Hawaii,"American, Pizza, Bar Food",35,No,No,4.7,764
17144991,Coconuts Fish Cafe,USA,Rest of Hawaii,Seafood,30,No,No,4.5,487
17142519,Kihei Caffe,USA,Rest of Hawaii,"American, Hawaiian",10,No,No,4.5,695
17145408,Monkeypod Kitchen by Merriman,USA,Rest of Hawaii,Burger,40,No,No,4.2,485
17143336,Sansei Seafood Restaurant & Sushi Bar,USA,Rest of Hawaii,"Japanese, Seafood, Sushi",40,No,No,4.2,807
17145077,Star Noodle,USA,Rest of Hawaii,Asian,10,No,No,4.6,723
17141447,Aloha Mixed Plate,USA,Rest of Hawaii,"Asian, Breakfast, Hawaiian",10,No,No,4.2,874
17142096,Gazebo,USA,Rest of Hawaii,"Breakfast, Burger",25,No,No,4.4,552
17142297,Hula Grill,USA,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,No,No,4.3,1056
17142535,Kimo's,USA,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,No,No,4.3,707
17142792,Mama's Fish House,USA,Rest of Hawaii,"Hawaiian, Seafood",70,No,No,4.9,1343
17145495,Marukame Udon,USA,Rest of Hawaii,Japanese,10,No,No,4.9,602
17143950,Yard House,USA,Rest of Hawaii,"American, Asian, Burger",40,No,No,4.6,1078
17142747,Lulu's Waikiki,USA,Rest of Hawaii,American,25,No,No,3.9,232
17141990,Duke's Waikiki,USA,Rest of Hawaii,"Hawaiian, Seafood, Steak",70,No,No,4.4,1492
17144732,Eggs 'n Things,USA,Rest of Hawaii,Breakfast,10,No,No,4.0,535
17143282,Roy's,USA,Rest of Hawaii,"Asian, European, Seafood",70,No,No,4.2,531
17143705,Wailana Coffee House,USA,Rest of Hawaii,"American, Breakfast, Hawaiian",25,No,No,4.2,694
17615915,The Lady & Sons,USA,Savannah,Southern,40,No,No,3.3,1201
17616487,Green Truck Pub,USA,Savannah,Burger,40,No,No,4.7,906
17615924,Leopold's Ice Cream,USA,Savannah,"Desserts, Sandwich, Ice Cream",10,No,No,4.6,880
17615979,Mrs. Wilkes' Dining Room,USA,Savannah,"American, Southern",40,No,No,4.5,1014
17616266,Zunzi's,USA,Savannah,"International, Mediterranean, Sandwich",25,No,No,4.5,796
17615976,Moon River Brewing Company,USA,Savannah,"American, Bar Food, Sandwich",25,No,No,3.7,747
17616025,Pirates' House Restaurant,USA,Savannah,"American, Seafood, Steak",40,No,No,3.8,566
17615597,B. Matthew's Eatery,USA,Savannah,"American, Breakfast",25,No,No,4.1,683
17615740,Crystal Beer Parlor,USA,Savannah,"American, Bar Food",25,No,No,4.4,690
17616203,Goose Feathers Cafe and Bakery,USA,Savannah,"Breakfast, Vegetarian",10,No,No,4.2,680
17616590,Henry's,USA,Savannah,"American, Breakfast",10,No,No,4.1,287
17615855,Huey's On The River,USA,Savannah,"Breakfast, Cajun",40,No,No,4.1,802
17616348,J. Christopher's,USA,Savannah,"Breakfast, Diner, Sandwich",25,No,No,4.3,710
17616368,Lulu's Chocolate Bar,USA,Savannah,"Coffee and Tea, Desserts",10,No,No,4.3,456
17616400,Rocks on the River,USA,Savannah,"Pizza, Seafood, Steak",70,No,No,4.0,687
17616076,SOHO South Cafe,USA,Savannah,"Cafe, Sandwich, Southern",25,No,No,4.3,719
17616205,The Olde Pink House,USA,Savannah,"American, Seafood, Southern",70,No,No,4.4,1803
17616222,Vic's On The River,USA,Savannah,American,70,No,No,4.1,558
17616295,The Crab Shack,USA,Savannah,Seafood,40,No,No,3.8,883
18483372,Sky On 57,Singapore,Singapore,"Chinese, Continental, Singaporean",300,No,No,3.4,34
18484349,Cut By Wolfgang Puck,Singapore,Singapore,"American, Steak",270,No,No,4.0,33
18496057,Restaurant Andre,Singapore,Singapore,"French, Mediterranean, European",500,No,No,3.8,33
18483389,Potato Head Folk,Singapore,Singapore,American,80,No,No,3.1,34
18483222,Jaan,Singapore,Singapore,French,430,No,No,3.8,35
18483085,Rhubarb Le Restaurant,Singapore,Singapore,French,315,No,No,3.9,33
18484423,Al'frank Cookies,Singapore,Singapore,Bakery,20,No,No,4.2,29
18483714,Fratini La Trattoria,Singapore,Singapore,Italian,100,No,No,4.1,35
18485469,Boufe Boutique Cafe,Singapore,Singapore,"Italian, French, Bakery, Cafe",50,No,No,3.2,29
18479690,The Refinery Singapore,Singapore,Singapore,"American, Japanese, Singaporean",80,No,No,3.2,30
18483224,Chye Seng Huat Hardware,Singapore,Singapore,Cafe,40,No,No,3.7,33
18493989,Makansutra Gluttons Bay,Singapore,Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",30,No,No,3.0,25
18484464,Colony,Singapore,Singapore,"Asian, Continental, Seafood",220,No,No,3.8,30
18483051,Summer Pavilion,Singapore,Singapore,"Chinese, Seafood, Cantonese, Dim Sum",300,No,No,3.9,34
18482983,The Lokal,Singapore,Singapore,"Singaporean, Australian, German",60,No,No,3.1,33
18479742,I Am,Singapore,Singapore,"Western, Fusion, Fast Food",60,No,No,3.2,32
18482938,Super Loco,Singapore,Singapore,"American, Mexican",95,No,No,3.2,30
18483082,Artistry,Singapore,Singapore,"American, Bakery, European, Burger, Fusion",50,No,No,3.8,28
18483446,Bitters & Love,Singapore,Singapore,Finger Food,40,No,No,3.9,35
18483252,Artichoke Cafe,Singapore,Singapore,"Cafe, Spanish, Turkish, Greek",75,No,No,3.2,33
17621616,Archie's Waeside,USA,Sioux City,"Burger, Seafood, Steak",40,No,No,3.7,100
17621696,Bob Roe's Pizza,USA,Sioux City,"American, Pizza, Bar Food",10,No,No,3.6,92
17621744,Da Kao Restaurant,USA,Sioux City,"Asian, Vegetarian, Vietnamese",10,No,No,3.8,182
17621759,Famous Dave's,USA,Sioux City,BBQ,10,No,No,3.6,76
17621763,Fuji Bay Japanese Restaurant,USA,Sioux City,"Japanese, Sushi",40,No,No,3.7,129
17621780,HuHot Mongolian Grill,USA,Sioux City,"Asian, Chinese",25,No,No,3.6,94
17621781,Hunan Palace,USA,Sioux City,Chinese,25,No,No,3.8,129
17621788,Jerry's Pizza,USA,Sioux City,Pizza,25,No,No,3.8,178
17621793,Jim's Burgers,USA,Sioux City,Burger,10,No,No,3.7,97
17621796,Johnnie Mars,USA,Sioux City,"American, Desserts, Diner",10,No,No,3.9,161
17621831,Miles Inn,USA,Sioux City,American,10,No,No,3.7,122
17621832,Milwaukee Wiener House,USA,Sioux City,"American, Fast Food",10,No,No,3.8,195
17621833,Minerva's Food & Cocktails,USA,Sioux City,"American, Seafood, Steak",40,No,No,3.7,146
17621834,Monterrey Mexican Restaurant,USA,Sioux City,Mexican,10,No,No,3.7,117
17621869,Rebos,USA,Sioux City,"Caribbean, Mexican, Cajun",25,No,No,3.8,187
17621960,Tokyo Japanese Steakhouse & Sushi Bar,USA,Sioux City,"Japanese, Steak, Sushi",40,No,No,3.9,239
17621746,Diamond Thai Cuisine,USA,Sioux City,"Asian, Thai, Vegetarian",10,No,No,4.0,303
17621755,El Fredo Pizza,USA,Sioux City,Pizza,40,No,No,4.0,280
17621946,Trattoria Fresco,USA,Sioux City,Italian,25,No,No,4.0,271
17621552,Kahill's Steak-Fish Chophouse,USA,Sioux City,"American, Seafood, Steak",70,No,No,3.5,58
17096140,Rumba Island Bar & Grill,USA,Tampa Bay,"BBQ, Caribbean, Seafood",25,No,No,4.6,1321
17099925,Red Mesa Cantina,USA,Tampa Bay,"Latin American, Mexican, Southwestern",25,No,No,4.6,1629
17092257,BellaBrava,USA,Tampa Bay,"American, Italian, Seafood",25,No,No,4.1,921
17092799,Ceviche Tapas Bar & Restaurant,USA,Tampa Bay,"Spanish, Tapas",25,No,No,4.1,986
17095222,The Moon Under Water,USA,Tampa Bay,"British, Bar Food, Sandwich",25,No,No,4.1,1020
17092293,Bern's Steak House,USA,Tampa Bay,"American, Desserts, Steak",70,No,No,4.7,3157
17102241,Boca Kitchen Bar Market,USA,Tampa Bay,Breakfast,40,No,No,3.9,665
17102579,Edison: Food+Drink Lab,USA,Tampa Bay,International,70,No,No,3.9,373
17092801,Ceviche Tapas Bar & Restaurant,USA,Tampa Bay,"Breakfast, Spanish, Tapas",25,No,No,4.4,1007
17093273,Daily Eats,USA,Tampa Bay,"American, Burger",25,No,No,4.4,803
17096198,Salt Rock Grill,USA,Tampa Bay,"American, Seafood, Steak",40,No,No,4.2,1363
17095098,Mazzaro's Italian Market,USA,Tampa Bay,"Italian, Deli",10,No,No,4.9,1424
17093135,Conch Republic Grill,USA,Tampa Bay,"Sandwich, Seafood, Steak",40,No,No,4.5,844
17095236,Mr. Dunderbak's Biergarten and Marketplatz,USA,Tampa Bay,"European, German",40,No,No,4.9,1413
17095979,Red Mesa Restaurant,USA,Tampa Bay,"Breakfast, Mexican",40,No,No,4.5,1203
17099856,Datz,USA,Tampa Bay,"Desserts, Bar Food",40,No,No,4.7,3074
17100307,Ella's Americana Folk Art Cafe,USA,Tampa Bay,"International, Italian, Southern",40,No,No,4.8,1715
17093600,Taco Bus,USA,Tampa Bay,"Mexican, Vegetarian",10,No,No,4.5,1868
17100547,The Refinery,USA,Tampa Bay,"Seafood, Steak",40,No,No,4.0,875
17093124,Columbia Restaurant,USA,Tampa Bay,"Cuban, Spanish",40,No,No,4.4,1746
16608059,1918 Bistro & Grill,Australia,Tanunda,"Modern Australian, Australian",30,No,No,4.4,339
16605194,Pig and Whistle,Australia,Trentham East,Australian,20,No,No,4.1,87
17678243,Buffalo Wild Wings,USA,Valdosta,Bar Food,25,No,No,3.4,98
17678043,El Toreo Mexican Restaurant,USA,Valdosta,Mexican,25,No,No,3.1,83
17677978,306 North Restaurant,USA,Valdosta,"Seafood, Southern",40,No,No,3.9,231
17677988,Austins Cattle Co,USA,Valdosta,"Burger, Seafood, Steak",40,No,No,3.7,216
17678231,Beijing Cafe,USA,Valdosta,"Asian, Chinese, Thai",35,No,No,3.8,185
17677990,Bleu Cafe,USA,Valdosta,"Pizza, Sandwich",25,No,No,3.7,185
17677991,Bleu Pub,USA,Valdosta,"Burger, Bar Food, Vegetarian",10,No,No,3.8,281
17678307,Bubba Jax Crab Shack,USA,Valdosta,"Fast Food, Seafood",40,No,No,3.7,137
17678276,Cheddar's Scratch Kitchen,USA,Valdosta,American,25,No,No,3.7,209
17678283,El Cazador,USA,Valdosta,Mexican,10,No,No,3.7,168
17678222,Friends Grille and Bar,USA,Valdosta,"American, Southern",25,No,No,3.9,243
17678055,Giulios Greek & Italian Restaurant,USA,Valdosta,"Greek, Italian",40,No,No,3.8,221
17678326,La Jalisco Supermercato,USA,Valdosta,Mexican,10,No,No,3.5,46
17678229,Masato Japanese,USA,Valdosta,"Japanese, Sushi",25,No,No,3.9,262
17678097,Mom & Dad's Italian Restaurant,USA,Valdosta,Italian,25,No,No,3.7,183
17678216,Mori's Japanese Steakhouse & Sushi Bar,USA,Valdosta,"Japanese, Steak, Sushi",70,No,No,3.5,208
17678233,Passage 2 India,USA,Valdosta,"Indian, Middle Eastern",25,No,No,3.8,245
17678148,Rodeo Mexican Restaurant,USA,Valdosta,Mexican,25,No,No,3.8,199
17678291,Steel Magnolias,USA,Valdosta,Southern,40,No,No,3.8,225
17678218,Smok'n Pig B-B-Q,USA,Valdosta,BBQ,25,No,No,4.1,575
17558738,Blue House Cafe,USA,Vernonia,"Coffee and Tea, Mediterranean",10,No,No,4.3,88
16608209,Anchorage Cafe Restaurant Wine Bar,Australia,Victor Harbor,"Coffee and Tea, Tapas, Australian",20,No,No,3.6,96
16654702,Lake House Restaurant,Canada,Vineland Station,"Italian, Mediterranean, Pizza",70,No,No,4.3,204
17697444,Masala Grill & Coffee House,USA,Waterloo,"Indian, Middle Eastern",10,No,No,3.2,18
17696871,Brown Bottle The Cedar Falls,USA,Waterloo,"Italian, Pizza, Vegetarian",25,No,No,3.7,134
17696891,Four Queens Dairy Cream,USA,Waterloo,Desserts,10,No,No,3.9,190
17696901,Hong Kong Chinese Restaurant,USA,Waterloo,Chinese,10,No,No,3.8,136
17697384,HuHot Mongolian Grill,USA,Waterloo,"Asian, Chinese",25,No,No,3.7,113
17697417,J's Homestyle Cooking,USA,Waterloo,"American, Breakfast",10,No,No,3.6,69
17696918,Montage,USA,Waterloo,"American, Italian, Seafood",40,No,No,3.6,89
17696920,Mulligan's Brick Oven Grill,USA,Waterloo,"Burger, Pizza, Sandwich",25,No,No,3.6,80
17697398,Sakura,USA,Waterloo,"Japanese, Sushi",40,No,No,3.8,175
17697406,Scratch,USA,Waterloo,"Coffee and Tea, Desserts, Beverages",10,No,No,3.7,136
17696941,SOHO Sushi Bar & Deli,USA,Waterloo,"Sandwich, Sushi, Tapas",25,No,No,3.6,114
17696955,Texas Roadhouse,USA,Waterloo,"American, BBQ, Steak",25,No,No,3.6,93
17696957,Tony's La Pizzeria,USA,Waterloo,"Pizza, Sandwich",25,No,No,3.6,89
17697418,Chapala,USA,Waterloo,Mexican,25,No,No,3.6,69
17697386,Galleria de Paco,USA,Waterloo,American,40,No,No,3.6,86
17697224,Golden China,USA,Waterloo,Chinese,10,No,No,3.7,73
17697304,Rudy's Tacos,USA,Waterloo,Mexican,25,No,No,3.6,104
17697389,The Screaming Eagle,USA,Waterloo,"American, Bar Food",10,No,No,3.7,101
17697424,The Thai Bowl,USA,Waterloo,Thai,10,No,No,3.5,58
17697332,Tokyo Japanese Steak House,USA,Waterloo,"Japanese, Steak, Sushi",25,No,No,3.9,156
17694056,Theo Yianni's Authentic Greek Restaurant,USA,Weirton,"Burger, Greek, Sandwich",25,No,No,3.9,156
17559793,Fishpatrick's Crabby Cafe,USA,Winchester Bay,"Burger, Seafood, Steak",25,No,No,3.2,16
16668008,Arigato Sushi,Canada,Yorkton,Asian,25,No,No,3.3,26
18212135,Denny's,UAE,Abu Dhabi,American,190,No,No,4.6,207
5704255,Famous Dave's Barbecue,UAE,Abu Dhabi,American,260,No,Yes,4.6,376
5701978,Pizza Di Rocco,UAE,Abu Dhabi,"Italian, Pizza",150,Yes,Yes,4.4,471
5701729,Sofra Istanbul,UAE,Abu Dhabi,"Turkish, Arabian, Middle Eastern",70,No,No,4.3,224
5704168,Salt,UAE,Abu Dhabi,"Fast Food, Burger",100,No,No,4.2,228
18277098,Genghis Grill,UAE,Abu Dhabi,Asian,180,No,No,4.6,81
5701446,Olive Garden,UAE,Abu Dhabi,"Italian, Pizza",230,No,No,4.1,422
5700052,Cho Gao - Crowne Plaza Abu Dhabi,UAE,Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,Yes,Yes,4.4,246
5702418,Gazebo,UAE,Abu Dhabi,"Indian, North Indian, Mughlai, Biryani",120,Yes,Yes,4.0,355
